cid,data_time,value
91E0B6DC00C91783E0530BC8100A0E30,2019-09-16,97755.92537714286
91E0B6DC00C91783E0530BC8100A0E30,2019-09-17,93891.73499872102
91E0B6DC00C91783E0530BC8100A0E30,2019-09-18,98815.71975285711
91E0B6DC00C91783E0530BC8100A0E30,2019-09-19,97092.87719476188
91E0B6DC00C91783E0530BC8100A0E30,2019-09-20,101170.9346652381
91E0B6DC00C91783E0530BC8100A0E30,2019-09-21,109933.57811476188
91E0B6DC00C91783E0530BC8100A0E30,2019-09-22,110815.4230234432
91E0B6DC00C91783E0530BC8100A0E30,2019-09-23,97591.39015142858
91E0B6DC00C91783E0530BC8100A0E30,2019-09-24,94070.32311999997
91E0B6DC00C91783E0530BC8100A0E30,2019-09-25,96167.88292666669
91E0B6DC00C91783E0530BC8100A0E30,2019-09-26,97564.24173999998
91E0B6DC00C91783E0530BC8100A0E30,2019-09-27,104295.64680666666
91E0B6DC00C91783E0530BC8100A0E30,2019-09-28,110217.36436999998
91E0B6DC00C91783E0530BC8100A0E30,2019-09-29,103582.70733666667
91E0B6DC00C91783E0530BC8100A0E30,2019-09-30,108744.02620380952
91E0B6DC00C91783E0530BC8100A0E30,2019-10-01,104184.88278476191
91E0B6DC00C91783E0530BC8100A0E30,2019-10-02,96449.87943999998
91E0B6DC00C91783E0530BC8100A0E30,2019-10-03,95290.02638904762
91E0B6DC00C91783E0530BC8100A0E30,2019-10-04,94996.9063838095
91E0B6DC00C91783E0530BC8100A0E30,2019-10-05,98953.38141333337
91E0B6DC00C91783E0530BC8100A0E30,2019-10-06,99867.65921428568
91E0B6DC00C91783E0530BC8100A0E30,2019-10-07,98982.25255999996
91E0B6DC00C91783E0530BC8100A0E30,2019-10-08,93610.97883571431
91E0B6DC00C91783E0530BC8100A0E30,2019-10-09,94011.92683571429
91E0B6DC00C91783E0530BC8100A0E30,2019-10-10,95047.27023619051
91E0B6DC00C91783E0530BC8100A0E30,2019-10-11,95765.04556000003
91E0B6DC00C91783E0530BC8100A0E30,2019-10-12,99904.94892761909
91E0B6DC00C91783E0530BC8100A0E30,2019-10-13,102356.15364809522
91E0B6DC00C91783E0530BC8100A0E30,2019-10-14,92957.04642190476
91E0B6DC00C91783E0530BC8100A0E30,2019-10-15,93049.00702380956
91E0B6DC00C91783E0530BC8100A0E30,2019-10-16,93616.4284209524
91E0B6DC00C91783E0530BC8100A0E30,2019-10-17,95830.1715057143
91E0B6DC00C91783E0530BC8100A0E30,2019-10-18,98840.01076238095
91E0B6DC00C91783E0530BC8100A0E30,2019-10-19,103418.44481999995
91E0B6DC00C91783E0530BC8100A0E30,2019-10-20,101390.0078928572
91E0B6DC00C91783E0530BC8100A0E30,2019-10-21,93683.6543195238
91E0B6DC00C91783E0530BC8100A0E30,2019-10-22,92647.85338714287
91E0B6DC00C91783E0530BC8100A0E30,2019-10-23,94485.1909061905
91E0B6DC00C91783E0530BC8100A0E30,2019-10-24,94451.27091714283
91E0B6DC00C91783E0530BC8100A0E30,2019-10-25,101973.90118666666
91E0B6DC00C91783E0530BC8100A0E30,2019-10-26,106586.63996380952
91E0B6DC00C91783E0530BC8100A0E30,2019-10-27,103660.58624666672
91E0B6DC00C91783E0530BC8100A0E30,2019-10-28,94798.7195552381
91E0B6DC00C91783E0530BC8100A0E30,2019-10-29,95124.5509757143
91E0B6DC00C91783E0530BC8100A0E30,2019-10-30,96127.90632000007
91E0B6DC00C91783E0530BC8100A0E30,2019-10-31,96381.19223000004
91E0B6DC00C91783E0530BC8100A0E30,2019-11-01,99558.17944857142
91E0B6DC00C91783E0530BC8100A0E30,2019-11-02,103400.60450666666
91E0B6DC00C91783E0530BC8100A0E30,2019-11-03,102361.37740380954
91E0B6DC00C91783E0530BC8100A0E30,2019-11-04,96332.9435157143
91E0B6DC00C91783E0530BC8100A0E30,2019-11-05,96604.55735238099
91E0B6DC00C91783E0530BC8100A0E30,2019-11-06,98222.39076511908
91E0B6DC00C91783E0530BC8100A0E30,2019-11-07,96891.69586857142
91E0B6DC00C91783E0530BC8100A0E30,2019-11-08,101593.77262857146
91E0B6DC00C91783E0530BC8100A0E30,2019-11-09,106523.11211047616
91E0B6DC00C91783E0530BC8100A0E30,2019-11-10,105455.19721333333
91E0B6DC00C91783E0530BC8100A0E30,2019-11-11,98229.87900666668
91E0B6DC00C91783E0530BC8100A0E30,2019-11-12,97718.45083571422
91E0B6DC00C91783E0530BC8100A0E30,2019-11-13,101367.20803999998
91E0B6DC00C91783E0530BC8100A0E30,2019-11-14,99543.15237000001
91E0B6DC00C91783E0530BC8100A0E30,2019-11-15,102312.87930904762
91E0B6DC00C91783E0530BC8100A0E30,2019-11-16,107669.4213766667
91E0B6DC00C91783E0530BC8100A0E30,2019-11-17,104265.53068
91E0B6DC00C91783E0530BC8100A0E30,2019-11-18,104781.7795285714
91E0B6DC00C91783E0530BC8100A0E30,2019-11-19,110285.11158666667
91E0B6DC00C91783E0530BC8100A0E30,2019-11-20,113534.28285809523
91E0B6DC00C91783E0530BC8100A0E30,2019-11-21,109333.54391361904
91E0B6DC00C91783E0530BC8100A0E30,2019-11-22,117538.02535285715
91E0B6DC00C91783E0530BC8100A0E30,2019-11-23,118464.27114190474
91E0B6DC00C91783E0530BC8100A0E30,2019-11-24,122939.86765333329
91E0B6DC00C91783E0530BC8100A0E30,2019-11-25,115993.16374999996
91E0B6DC00C91783E0530BC8100A0E30,2019-11-26,118233.79096238091
91E0B6DC00C91783E0530BC8100A0E30,2019-11-27,118647.02293333331
91E0B6DC00C91783E0530BC8100A0E30,2019-11-28,119405.61308571427
91E0B6DC00C91783E0530BC8100A0E30,2019-11-29,125212.36413714285
91E0B6DC00C91783E0530BC8100A0E30,2019-11-30,132503.9320528571
91E0B6DC00C91783E0530BC8100A0E30,2019-12-01,130995.61512523811
91E0B6DC00C91783E0530BC8100A0E30,2019-12-02,121302.6659104762
91E0B6DC00C91783E0530BC8100A0E30,2019-12-03,121959.88366666666
91E0B6DC00C91783E0530BC8100A0E30,2019-12-04,121001.5500866666
91E0B6DC00C91783E0530BC8100A0E30,2019-12-05,120739.31998047618
91E0B6DC00C91783E0530BC8100A0E30,2019-12-06,121958.08921333335
91E0B6DC00C91783E0530BC8100A0E30,2019-12-07,131409.7931809524
91E0B6DC00C91783E0530BC8100A0E30,2019-12-08,124543.92080666668
91E0B6DC00C91783E0530BC8100A0E30,2019-12-09,117060.84009666667
91E0B6DC00C91783E0530BC8100A0E30,2019-12-10,116026.0416952381
91E0B6DC00C91783E0530BC8100A0E30,2019-12-11,119102.82848476192
91E0B6DC00C91783E0530BC8100A0E30,2019-12-12,118219.95189476185
91E0B6DC00C91783E0530BC8100A0E30,2019-12-13,125771.38902095238
91E0B6DC00C91783E0530BC8100A0E30,2019-12-14,124793.00242761902
91E0B6DC00C91783E0530BC8100A0E30,2019-12-15,120483.59115238104
91E0B6DC00C91783E0530BC8100A0E30,2019-12-16,112690.83967333336
91E0B6DC00C91783E0530BC8100A0E30,2019-12-17,117605.77409571434
91E0B6DC00C91783E0530BC8100A0E30,2019-12-18,122202.34351571427
91E0B6DC00C91783E0530BC8100A0E30,2019-12-19,124441.69861333336
91E0B6DC00C91783E0530BC8100A0E30,2019-12-20,131044.45337285717
91E0B6DC00C91783E0530BC8100A0E30,2019-12-21,133877.27770095243
91E0B6DC00C91783E0530BC8100A0E30,2019-12-22,136504.86358619053
91E0B6DC00C91783E0530BC8100A0E30,2019-12-23,125182.51477238096
91E0B6DC00C91783E0530BC8100A0E30,2019-12-24,130488.12539976188
91E0B6DC00C91783E0530BC8100A0E30,2019-12-25,134981.41231761905
91E0B6DC00C91783E0530BC8100A0E30,2019-12-26,135337.33287238094
91E0B6DC00C91783E0530BC8100A0E30,2019-12-27,137983.1684823809
91E0B6DC00C91783E0530BC8100A0E30,2019-12-28,138646.06509333334
91E0B6DC00C91783E0530BC8100A0E30,2019-12-29,138153.34252
91E0B6DC00C91783E0530BC8100A0E30,2019-12-30,124643.95826238104
91E0B6DC00C91783E0530BC8100A0E30,2019-12-31,137114.22307809524
91E0B6DC00C91783E0530BC8100A0E30,2020-01-01,136894.27600619046
91E0B6DC00C91783E0530BC8100A0E30,2020-01-02,129343.73641520148
91E0B6DC00C91783E0530BC8100A0E30,2020-01-03,127583.08217098904
91E0B6DC00C91783E0530BC8100A0E30,2020-01-04,132857.53895619052
91E0B6DC00C91783E0530BC8100A0E30,2020-01-05,135061.43037714285
91E0B6DC00C91783E0530BC8100A0E30,2020-01-06,123024.28811333331
91E0B6DC00C91783E0530BC8100A0E30,2020-01-07,122871.26628714286
91E0B6DC00C91783E0530BC8100A0E30,2020-01-08,129243.9340195238
91E0B6DC00C91783E0530BC8100A0E30,2020-01-09,134358.1802163004
91E0B6DC00C91783E0530BC8100A0E30,2020-01-10,138361.6212466667
91E0B6DC00C91783E0530BC8100A0E30,2020-01-11,133137.2787429304
91E0B6DC00C91783E0530BC8100A0E30,2020-01-12,129925.53308190464
91E0B6DC00C91783E0530BC8100A0E30,2020-01-13,128691.63132666665
91E0B6DC00C91783E0530BC8100A0E30,2020-01-14,132250.3774414286
91E0B6DC00C91783E0530BC8100A0E30,2020-01-15,137954.7037947618
91E0B6DC00C91783E0530BC8100A0E30,2020-01-16,136054.4733871428
91E0B6DC00C91783E0530BC8100A0E30,2020-01-17,137243.4168280952
91E0B6DC00C91783E0530BC8100A0E30,2020-01-18,139849.38985333333
91E0B6DC00C91783E0530BC8100A0E30,2020-01-19,136053.96282095238
91E0B6DC00C91783E0530BC8100A0E30,2020-01-20,126385.94302619045
91E0B6DC00C91783E0530BC8100A0E30,2020-01-21,120206.09978190475
91E0B6DC00C91783E0530BC8100A0E30,2020-01-22,105163.51371999993
91E0B6DC00C91783E0530BC8100A0E30,2020-01-23,81378.13828095241
91E0B6DC00C91783E0530BC8100A0E30,2020-01-24,56859.4817804762
91E0B6DC00C91783E0530BC8100A0E30,2020-01-25,51013.64794000001
91E0B6DC00C91783E0530BC8100A0E30,2020-01-26,49175.05245142856
91E0B6DC00C91783E0530BC8100A0E30,2020-01-27,48108.032853809535
91E0B6DC00C91783E0530BC8100A0E30,2020-01-28,48729.77510380952
91E0B6DC00C91783E0530BC8100A0E30,2020-01-29,48941.80023952383
91E0B6DC00C91783E0530BC8100A0E30,2020-01-30,45935.14977476191
91E0B6DC00C91783E0530BC8100A0E30,2020-01-31,45896.84277904761
91E0B6DC00C91783E0530BC8100A0E30,2020-02-01,44154.08006666667
91E0B6DC00C91783E0530BC8100A0E30,2020-02-02,48424.99617476192
91E0B6DC00C91783E0530BC8100A0E30,2020-02-03,50951.83326666667
91E0B6DC00C91783E0530BC8100A0E30,2020-02-04,49875.92787333333
91E0B6DC00C91783E0530BC8100A0E30,2020-02-05,52421.84508000002
91E0B6DC00C91783E0530BC8100A0E30,2020-02-06,49432.31955238094
91E0B6DC00C91783E0530BC8100A0E30,2020-02-07,47613.71889999999
91E0B6DC00C91783E0530BC8100A0E30,2020-02-08,43549.294339999986
91E0B6DC00C91783E0530BC8100A0E30,2020-02-09,43413.18616047619
91E0B6DC00C91783E0530BC8100A0E30,2020-02-10,44484.37184000001
91E0B6DC00C91783E0530BC8100A0E30,2020-02-11,43720.15404761906
91E0B6DC00C91783E0530BC8100A0E30,2020-02-12,42841.89975238094
91E0B6DC00C91783E0530BC8100A0E30,2020-02-13,41817.39616285716
91E0B6DC00C91783E0530BC8100A0E30,2020-02-14,43935.58455047619
91E0B6DC00C91783E0530BC8100A0E30,2020-02-15,44219.44844
91E0B6DC00C91783E0530BC8100A0E30,2020-02-16,45023.56417333335
91E0B6DC00C91783E0530BC8100A0E30,2020-02-17,46039.742544761895
91E0B6DC00C91783E0530BC8100A0E30,2020-02-18,45073.92028523811
91E0B6DC00C91783E0530BC8100A0E30,2020-02-19,42958.582313333325
91E0B6DC00C91783E0530BC8100A0E30,2020-02-20,44249.24761333333
91E0B6DC00C91783E0530BC8100A0E30,2020-02-21,44887.84222619047
91E0B6DC00C91783E0530BC8100A0E30,2020-02-22,44389.83877761903
91E0B6DC00C91783E0530BC8100A0E30,2020-02-23,44004.39198666668
91E0B6DC00C91783E0530BC8100A0E30,2020-02-24,45221.42784761907
91E0B6DC00C91783E0530BC8100A0E30,2020-02-26,48191.859245238105
91E0B6DC00C91783E0530BC8100A0E30,2020-02-27,47421.55228190474
91E0B6DC00C91783E0530BC8100A0E30,2020-02-28,47532.17993952379
91E0B6DC00C91783E0530BC8100A0E30,2020-02-29,49927.524758095235
91E0B6DC00C91783E0530BC8100A0E30,2020-03-01,48276.31150047618
91E0B6DC00C91783E0530BC8100A0E30,2020-03-02,52899.33092047618
91E0B6DC00C91783E0530BC8100A0E30,2020-03-04,52309.35613142859
91E0B6DC00C91783E0530BC8100A0E30,2020-03-05,53069.49116428569
91E0B6DC00C91783E0530BC8100A0E30,2020-03-06,55512.81368619047
91E0B6DC00C91783E0530BC8100A0E30,2020-03-07,55644.59185959709
91E0B6DC00C91783E0530BC8100A0E30,2020-03-08,56168.65141000001
91E0B6DC00C91783E0530BC8100A0E30,2020-03-09,57846.7491495238
91E0B6DC00C91783E0530BC8100A0E30,2020-03-10,63351.28720428573
91E0B6DC00C91783E0530BC8100A0E30,2020-03-11,60455.799533333346
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-11,154484.9004395605
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-12,161991.0830769231
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-13,158041.83792207795
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-14,152348.80615384615
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-15,153181.32
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-16,154592.01714285716
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-17,155960.19999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-18,157432.3542857143
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-19,159055.63539127537
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-20,159499.256923077
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-21,154657.16000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-22,153577.59999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-23,154364.47999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-24,153885.52000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-25,155370.72
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-26,163427.52
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-27,159911.91999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-28,153027.24
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-29,153937.23999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-30,156491.83999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-01-31,155127.84
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-01,153668.79999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-02,153844.87999999992
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-03,146094.6615384615
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-04,108129.76
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-05,127927.44000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-06,133652.7200000001
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-07,133369.03999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-08,139854.13428571427
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-09,143079.59999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-10,146686.79999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-11,147396.39999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-12,148447.2
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-13,150756.08000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-14,157498.4
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-15,153009.36000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-16,156721.11999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-17,156827.92000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-18,152380.4628571429
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-19,154765.59999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-20,149579.03999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-21,146960.87999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-22,153247.43999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-23,159165.35999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-24,157894.6654945054
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-25,149069.08967032973
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-26,145565.39999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-27,147571.76000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-02-28,147361.73142857142
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-01,147041.68000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-02,150779.98505494505
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-03,149516.17714285714
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-04,138886.95999999993
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-05,141205.52000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-06,142527.35999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-07,143213.35999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-08,155649.76
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-09,154749.43999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-10,150726.47999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-11,140742.79999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-12,138326.56
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-13,140215.26285714286
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-14,138318.87999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-15,143217.84000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-16,149545.84000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-17,148669.44
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-18,139802.48
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-19,137821.36000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-20,140452.56
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-21,136633.84
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-22,140750.55999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-23,147142.07999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-24,145247.04
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-25,134968.47999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-26,135257.92000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-27,136240.46857142853
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-28,139303.36000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-29,144089.51999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-30,150104.31999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-03-31,148254.72
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-01,147707.59999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-02,139333.86285714287
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-03,141872.01142857136
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-04,145652.55999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-05,150931.83999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-06,165936.39999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-07,181902.09054945054
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-08,179279.99999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-09,176648.64000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-10,171658.08
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-11,145471.12
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-12,150443.04
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-13,186311.6
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-14,178260.64000000004
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-15,147367.59999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-16,179727.59999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-17,164058.72000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-18,181140.16000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-19,187130.8571428572
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-20,204227.68
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-21,214821.13714285704
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-22,190540.24000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-23,209259.68
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-24,210018.24
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-25,218196.5142857143
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-26,222983.36000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-27,234643.54285714286
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-28,209892.56
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-29,198664.72000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-04-30,206325.12
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-01,221953.84000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-02,217362.09142857153
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-03,206092.1600000001
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-04,202954.66285714283
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-05,185015.00000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-06,173895.23428571422
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-07,144840.97714285713
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-08,171509.72
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-09,167144.7028571428
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-10,183047.40000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-11,202375.99999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-12,199456.52000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-13,186787.76000000007
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-14,186389.63999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-15,193000.12000000008
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-16,191080.31999999995
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-17,203670.46857142856
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-18,212777.60000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-19,195538.96000000005
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-20,188412.19999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-21,186229.1371428572
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-22,197515.79999999993
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-23,192968.88000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-24,201371.47999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-25,211054.81714285718
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-26,226112.63999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-27,172409.03999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-28,182081.39999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-29,163683.81714285715
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-30,185754.4285714286
91E0B6DC00CB1783E0530BC8100A0E30,2019-05-31,203191.96285714285
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-01,234299.32
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-02,219814.3357509157
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-03,217574.4583716284
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-04,219687.91999999998
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-05,224078.13142857136
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-06,226303.80000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-07,229642.99999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-08,229484.28
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-09,234082.3714285714
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-10,225185.1199999999
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-11,223473.72
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-12,223985.2000000001
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-13,220884.84000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-14,224582.7314285714
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-15,233718.13428571422
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-16,226343.60571428563
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-17,209782.28000000006
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-18,223907.00000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-19,224564.68000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-20,228026.11999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-21,237525.68
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-22,239994.80000000002
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-23,232900.52000000008
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-24,212789.49714285714
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-25,206530.28000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-26,223005.50285714283
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-27,224675.3828571428
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-28,235078.88000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-29,240203.60000000003
91E0B6DC00CB1783E0530BC8100A0E30,2019-06-30,241711.31999999992
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-01,232475.1942857143
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-02,235086.94857142863
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-03,231091.76285714284
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-04,220317.67999999993
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-05,235801.71999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-06,240771.82857142863
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-07,225123.56000000008
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-08,216691.92
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-09,227505.34857142865
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-10,239403.12
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-11,212960.23999999996
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-12,232009.75999999992
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-13,246812.48
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-14,248612.63428571436
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-15,219026.71999999994
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-16,233118.11999999997
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-17,231768.86285714278
91E0B6DC00CB1783E0530BC8100A0E30,2019-07-18,248620.88000000003
